llavemod,dictamen,score_final,dti_ratio,dti_clasificacion,reglas_activadas,n_reglas,n_compensaciones,errores_validacion
646612102,RECHAZADO,10,0.3,MODERADO,R004,1,0,
646705101,RECHAZADO,53,0.3,MODERADO,R012,1,1,
646803103,RECHAZADO,27,0.3,MODERADO,,0,0,
646905101,APROBADO,88,0.3,MODERADO,R001|R012,2,1,
647018103,RECHAZADO,24,0.3,MODERADO,R004|R012,2,1,
647105101,REVISION_MANUAL,72,0.3,MODERADO,R003|R005,2,0,
647202103,RECHAZADO,14,0.3,MODERADO,R002,1,0,
647305104,RECHAZADO,24,0.3,MODERADO,R004|R005,2,0,
647405103,RECHAZADO,52,0.3,MODERADO,R012,1,1,
647504104,RECHAZADO,50,0.3,MODERADO,R012,1,1,
647609101,RECHAZADO,59,0.3,MODERADO,R001,1,0,
647705101,RECHAZADO,28,0.3,MODERADO,R004|R005,2,0,
647806101,RECHAZADO,40,0.3,MODERADO,R004|R005|R012,3,1,
647919103,RECHAZADO,52,0.3,MODERADO,R012,1,1,
648005102,RECHAZADO,28,0.3,MODERADO,,0,0,
648105102,RECHAZADO,43,0.3,MODERADO,R004|R005|R012,3,1,
648202101,RECHAZADO,26,0.3,MODERADO,R004|R005,2,0,
648305102,RECHAZADO,12,0.3,MODERADO,R004,1,0,
648418101,APROBADO,82,0.3,MODERADO,R001|R012,2,1,
648505101,APROBADO,86,0.3,MODERADO,R001|R005,2,0,
648601101,RECHAZADO,24,0.3,MODERADO,R004|R012,2,1,
648708102,RECHAZADO,42,0.3,MODERADO,R012,1,1,
648801101,RECHAZADO,55,0.3,MODERADO,R012,1,1,
648902102,RECHAZADO,17,0.3,MODERADO,R010,1,0,
649002101,APROBADO,95,0.3,MODERADO,R001|R012,2,1,
649105101,RECHAZADO,11,0.3,MODERADO,R004,1,0,
649203101,APROBADO,100,0.3,MODERADO,R001|R005|R012|R015,4,2,
649305101,RECHAZADO,8,0.3,MODERADO,R002,1,0,
649405102,RECHAZADO,39,0.3,MODERADO,,0,0,
649505101,APROBADO,99,0.3,MODERADO,R001|R005|R006,3,0,
649602102,RECHAZADO,13,0.3,MODERADO,R004|R009|R012,3,1,
649704101,APROBADO,82,0.3,MODERADO,R005|R012|R015,3,2,
649804103,RECHAZADO,24,0.3,MODERADO,R009,1,0,
649901101,RECHAZADO,43,0.3,MODERADO,,0,0,
650004103,RECHAZADO,55,0.3,MODERADO,R012,1,1,
650102101,REVISION_MANUAL,74,0.3,MODERADO,R005|R012,2,1,
650209102,APROBADO,97,0.3,MODERADO,R001|R005|R012,3,1,
650302102,RECHAZADO,0,0.3,MODERADO,R002|R004,2,0,
650401101,RECHAZADO,26,0.3,MODERADO,R004|R005,2,0,
650508102,RECHAZADO,26,0.3,MODERADO,R004|R005,2,0,
650614103,RECHAZADO,2,0.3,MODERADO,R002,1,0,
650701102,REVISION_MANUAL,70,0.3,MODERADO,R001|R006|R009,3,0,
650809103,RECHAZADO,26,0.3,MODERADO,R009,1,0,
650920101,REVISION_MANUAL,71,0.3,MODERADO,R005|R012,2,1,
651005101,APROBADO,85,0.3,MODERADO,R001|R005,2,0,
651105101,RECHAZADO,27,0.3,MODERADO,R004|R005,2,0,
651202101,RECHAZADO,28,0.3,MODERADO,R004|R005,2,0,
651303101,RECHAZADO,39,0.3,MODERADO,,0,0,
651401101,APROBADO,90,0.3,MODERADO,R001|R012,2,1,
651514102,RECHAZADO,29,0.3,MODERADO,,0,0,
651604101,REVISION_MANUAL,61,0.3,MODERADO,R005|R012,2,1,
651718102,RECHAZADO,12,0.3,MODERADO,R004,1,0,
651820101,REVISION_MANUAL,70,0.3,MODERADO,R005|R012,2,1,
651906102,RECHAZADO,45,0.3,MODERADO,R005,1,0,
652003101,RECHAZADO,32,0.3,MODERADO,,0,0,
652107102,RECHAZADO,13,0.3,MODERADO,R004,1,0,
652205102,REVISION_MANUAL,71,0.3,MODERADO,R001,1,0,
652301102,RECHAZADO,0,0.3,MODERADO,R002,1,0,
652405102,RECHAZADO,40,0.3,MODERADO,R001|R004,2,0,
652505102,RECHAZADO,0,0.3,MODERADO,R002|R004,2,0,
652603101,RECHAZADO,38,0.3,MODERADO,R004|R005|R012,3,1,
652703103,REVISION_MANUAL,69,0.3,MODERADO,R001,1,0,
652803102,APROBADO,90,0.3,MODERADO,R001|R012,2,1,
652902104,RECHAZADO,38,0.3,MODERADO,R009|R012,2,1,
653005101,RECHAZADO,30,0.3,MODERADO,,0,0,
653106101,RECHAZADO,28,0.3,MODERADO,R004|R005,2,0,
653204102,APROBADO,85,0.3,MODERADO,R001|R012,2,1,
653302102,RECHAZADO,40,0.3,MODERADO,,0,0,
653402101,APROBADO,100,0.3,MODERADO,R001|R005|R012|R015,4,2,
653503101,RECHAZADO,12,0.3,MODERADO,R002,1,0,
653612103,RECHAZADO,26,0.3,MODERADO,,0,0,
653703101,RECHAZADO,12,0.3,MODERADO,R004,1,0,
653817104,RECHAZADO,0,0.3,MODERADO,R004|R009|R010,3,0,
653904102,RECHAZADO,11,0.3,MODERADO,R004,1,0,
654015102,REVISION_MANUAL,71,0.3,MODERADO,R001,1,0,
654105103,RECHAZADO,36,0.3,MODERADO,R009|R012,2,1,
654202103,APROBADO,100,0.3,MODERADO,R001|R005|R012,3,1,
654304102,RECHAZADO,28,0.3,MODERADO,R004|R005,2,0,
654402101,RECHAZADO,15,0.3,MODERADO,R004,1,0,
654505101,RECHAZADO,46,0.3,MODERADO,R005,1,0,
654605102,RECHAZADO,25,0.3,MODERADO,R004|R012,2,1,
654701102,RECHAZADO,11,0.3,MODERADO,R004|R009|R012,3,1,
654805102,RECHAZADO,17,0.3,MODERADO,R009,1,0,
654905101,RECHAZADO,30,0.3,MODERADO,,0,0,
655016101,RECHAZADO,13,0.3,MODERADO,R004,1,0,
655104102,RECHAZADO,12,0.3,MODERADO,R004,1,0,
655201101,RECHAZADO,51,0.3,MODERADO,R012,1,1,
655302101,APROBADO,100,0.3,MODERADO,R001|R003|R005|R012,4,1,
655404103,REVISION_MANUAL,74,0.3,MODERADO,R001|R010|R012,3,1,
655502101,RECHAZADO,54,0.3,MODERADO,R012,1,1,
655602101,APROBADO,100,0.3,MODERADO,R001|R005|R012|R015,4,2,
655704102,RECHAZADO,25,0.3,MODERADO,R004|R005|R010|R012,4,1,
655811101,REVISION_MANUAL,75,0.3,MODERADO,R005|R012,2,1,
655903103,RECHAZADO,3,0.3,MODERADO,R002,1,0,
656015101,RECHAZADO,15,0.3,MODERADO,R009,1,0,
656101101,RECHAZADO,43,0.3,MODERADO,R012,1,1,
656204101,RECHAZADO,43,0.3,MODERADO,,0,0,
656304101,RECHAZADO,10,0.3,MODERADO,R004,1,0,
656403101,RECHAZADO,58,0.3,MODERADO,R012,1,1,
656501101,RECHAZADO,44,0.3,MODERADO,R005|R010|R012,3,1,
656601101,RECHAZADO,56,0.3,MODERADO,R012,1,1,
656705101,RECHAZADO,42,0.3,MODERADO,R012,1,1,
656802102,RECHAZADO,59,0.3,MODERADO,R005|R012,2,1,
656905102,REVISION_MANUAL,79,0.3,MODERADO,R001|R009|R012,3,1,
657002102,APROBADO,87,0.3,MODERADO,R001|R005,2,0,
657101101,RECHAZADO,29,0.3,MODERADO,R009|R012,2,1,
657203104,RECHAZADO,52,0.3,MODERADO,R001|R004|R012,3,1,
657312101,RECHAZADO,30,0.3,MODERADO,,0,0,
657417101,RECHAZADO,12,0.3,MODERADO,R004,1,0,
657516101,RECHAZADO,56,0.3,MODERADO,R005,1,0,
657601102,RECHAZADO,13,0.3,MODERADO,R004,1,0,
657703101,RECHAZADO,23,0.3,MODERADO,R004|R012,2,1,
657803104,RECHAZADO,26,0.3,MODERADO,,0,0,
657905101,RECHAZADO,43,0.3,MODERADO,R012,1,1,
657905201,RECHAZADO,11,0.3,MODERADO,R004,1,0,
658017101,APROBADO,94,0.3,MODERADO,R001|R005|R015,3,1,
658118102,RECHAZADO,42,0.3,MODERADO,R002|R003|R005,3,0,
658203103,RECHAZADO,26,0.3,MODERADO,R009,1,0,
658309102,RECHAZADO,2,0.3,MODERADO,R002,1,0,
658405102,APROBADO,98,0.3,MODERADO,R001|R005|R012,3,1,
658517102,RECHAZADO,12,0.3,MODERADO,R004,1,0,
658603102,RECHAZADO,30,0.3,MODERADO,,0,0,
658709201,RECHAZADO,54,0.3,MODERADO,R012,1,1,
658709302,RECHAZADO,22,0.3,MODERADO,R004|R012,2,1,
658802102,APROBADO,100,0.3,MODERADO,R001|R005|R012|R015,4,2,
658905101,APROBADO,97,0.3,MODERADO,R001|R006|R012,3,1,
659004103,RECHAZADO,22,0.3,MODERADO,R004|R012,2,1,
659109102,RECHAZADO,32,0.3,MODERADO,R005|R010,2,0,
659206102,RECHAZADO,25,0.3,MODERADO,R004|R005,2,0,
659317102,RECHAZADO,32,0.3,MODERADO,,0,0,
659411102,REVISION_MANUAL,73,0.3,MODERADO,R001|R012,2,1,
659512102,RECHAZADO,56,0.3,MODERADO,R001|R004|R005,3,0,
659617103,RECHAZADO,25,0.3,MODERADO,R009,1,0,
659701104,RECHAZADO,53,0.3,MODERADO,R001|R004|R012,3,1,
659801101,RECHAZADO,25,0.3,MODERADO,R004|R012,2,1,
659904102,REVISION_MANUAL,72,0.3,MODERADO,R005|R012,2,1,
660001101,RECHAZADO,57,0.3,MODERADO,R005,1,0,
660104102,APROBADO,83,0.3,MODERADO,R001|R005,2,0,
660219101,RECHAZADO,17,0.3,MODERADO,R010,1,0,
660305104,RECHAZADO,21,0.3,MODERADO,R002|R005,2,0,
660401101,RECHAZADO,33,0.3,MODERADO,,0,0,
660502101,REVISION_MANUAL,79,0.3,MODERADO,R001|R012,2,1,
660604101,RECHAZADO,26,0.3,MODERADO,R004|R005,2,0,
660705101,REVISION_MANUAL,60,0.3,MODERADO,R001|R004|R005,3,0,
660805101,APROBADO,100,0.3,MODERADO,R001|R005|R012,3,1,
660901101,RECHAZADO,9,0.3,MODERADO,R002,1,0,
661001103,RECHAZADO,56,0.3,MODERADO,R012,1,1,
661102101,REVISION_MANUAL,68,0.3,MODERADO,R001,1,0,
661205102,RECHAZADO,39,0.3,MODERADO,,0,0,
661307101,APROBADO,94,0.3,MODERADO,R001|R005|R015,3,1,
661401101,RECHAZADO,58,0.3,MODERADO,R005,1,0,
661518105,RECHAZADO,0,0.3,MODERADO,R002|R009,2,0,
661605101,RECHAZADO,11,0.3,MODERADO,R004,1,0,
661704103,RECHAZADO,37,0.3,MODERADO,R001|R004|R009|R012,4,1,
661816103,RECHAZADO,7,0.3,MODERADO,R004|R009|R012,3,1,
661902101,RECHAZADO,54,0.3,MODERADO,R012,1,1,
662020101,RECHAZADO,23,0.3,MODERADO,R004|R005,2,0,
662102102,APROBADO,83,0.3,MODERADO,R001|R012,2,1,
662213104,RECHAZADO,0,0.3,MODERADO,R002|R009,2,0,
662315102,RECHAZADO,28,0.3,MODERADO,R009,1,0,
662401105,RECHAZADO,8,0.3,MODERADO,R004,1,0,
662503101,RECHAZADO,13,0.3,MODERADO,R004,1,0,
662603102,REVISION_MANUAL,73,0.3,MODERADO,R001,1,0,
662713102,RECHAZADO,0,0.3,MODERADO,R002|R009,2,0,
662805101,APROBADO,94,0.3,MODERADO,R001|R012,2,1,
662912101,RECHAZADO,43,0.3,MODERADO,R005,1,0,
663002102,RECHAZADO,40,0.3,MODERADO,,0,0,
663104102,RECHAZADO,22,0.3,MODERADO,R004|R012,2,1,
663201101,RECHAZADO,4,0.3,MODERADO,R002,1,0,
663310102,RECHAZADO,41,0.3,MODERADO,,0,0,
663401101,REVISION_MANUAL,60,0.3,MODERADO,R001,1,0,
663501101,RECHAZADO,57,0.3,MODERADO,R012,1,1,
663606101,RECHAZADO,57,0.3,MODERADO,R001|R010,2,0,
663703101,REVISION_MANUAL,69,0.3,MODERADO,R001,1,0,
663801105,APROBADO,94,0.3,MODERADO,R001|R012,2,1,
663905102,RECHAZADO,25,0.3,MODERADO,R009,1,0,
664001101,APROBADO,85,0.3,MODERADO,R001|R012,2,1,
664103101,RECHAZADO,55,0.3,MODERADO,R005|R012,2,1,
664201102,RECHAZADO,6,0.3,MODERADO,R002,1,0,
664305102,RECHAZADO,12,0.3,MODERADO,R004,1,0,
664405104,APROBADO,100,0.3,MODERADO,R001|R003|R005|R012,4,1,
664509101,REVISION_MANUAL,77,0.3,MODERADO,R005|R012|R015,3,2,
664601101,RECHAZADO,42,0.3,MODERADO,R012,1,1,
664702102,RECHAZADO,39,0.3,MODERADO,,0,0,
664816102,RECHAZADO,37,0.3,MODERADO,R004|R005|R012,3,1,
664905103,RECHAZADO,22,0.3,MODERADO,R004|R012,2,1,
665003102,APROBADO,96,0.3,MODERADO,R001|R012,2,1,
665120102,APROBADO,94,0.3,MODERADO,R001|R012,2,1,
665212103,RECHAZADO,26,0.3,MODERADO,R009,1,0,
665301103,RECHAZADO,54,0.3,MODERADO,R012,1,1,
665403102,RECHAZADO,13,0.3,MODERADO,R004,1,0,
665505103,RECHAZADO,17,0.3,MODERADO,R010,1,0,
665617102,RECHAZADO,13,0.3,MODERADO,R004,1,0,
665705102,REVISION_MANUAL,65,0.3,MODERADO,R005|R012,2,1,
665804102,APROBADO,80,0.3,MODERADO,R001|R012,2,1,
665901101,RECHAZADO,53,0.3,MODERADO,R005,1,0,
666003102,RECHAZADO,38,0.3,MODERADO,R004|R005|R012,3,1,
666101102,RECHAZADO,53,0.3,MODERADO,R012,1,1,
666215102,RECHAZADO,15,0.3,MODERADO,R004,1,0,
666305101,RECHAZADO,10,0.3,MODERADO,R004,1,0,
666402101,APROBADO,100,0.3,MODERADO,R001|R005|R012|R015,4,2,
666503101,RECHAZADO,37,0.3,MODERADO,,0,0,
666601101,REVISION_MANUAL,69,0.3,MODERADO,R005|R012,2,1,
666713102,RECHAZADO,28,0.3,MODERADO,R004|R005,2,0,
666804101,RECHAZADO,30,0.3,MODERADO,,0,0,
666905102,RECHAZADO,13,0.3,MODERADO,R004,1,0,
667012102,RECHAZADO,48,0.3,MODERADO,R005,1,0,
667102101,RECHAZADO,56,0.3,MODERADO,R005|R012,2,1,
667214101,RECHAZADO,0,0.3,MODERADO,R002,1,0,
667312101,REVISION_MANUAL,65,0.3,MODERADO,R005|R012,2,1,
667401101,RECHAZADO,20,0.3,MODERADO,R002,1,0,
667501101,RECHAZADO,46,0.3,MODERADO,R005,1,0,
667619102,RECHAZADO,13,0.3,MODERADO,R004,1,0,
667704102,RECHAZADO,42,0.3,MODERADO,R005|R010,2,0,
667816103,RECHAZADO,46,0.3,MODERADO,R005,1,0,
667901102,APROBADO,88,0.3,MODERADO,R001|R012,2,1,
668009101,RECHAZADO,40,0.3,MODERADO,,0,0,
668103101,RECHAZADO,22,0.3,MODERADO,R004|R012,2,1,
668201101,REVISION_MANUAL,72,0.3,MODERADO,R001|R005,2,0,
668319105,RECHAZADO,26,0.3,MODERADO,,0,0,
668404103,RECHAZADO,57,0.3,MODERADO,R012,1,1,
668505103,REVISION_MANUAL,67,0.3,MODERADO,R001,1,0,
668602102,APROBADO,97,0.3,MODERADO,R001|R005|R012,3,1,
668704101,RECHAZADO,27,0.3,MODERADO,,0,0,
668803101,RECHAZADO,48,0.3,MODERADO,R005,1,0,
668901102,RECHAZADO,22,0.3,MODERADO,R004|R012,2,1,
669006101,RECHAZADO,15,0.3,MODERADO,R004,1,0,
669102101,RECHAZADO,9,0.3,MODERADO,R002,1,0,
669201101,RECHAZADO,27,0.3,MODERADO,,0,0,
669310101,RECHAZADO,29,0.3,MODERADO,,0,0,
669409103,RECHAZADO,13,0.3,MODERADO,R009|R010,2,0,
669503102,REVISION_MANUAL,79,0.3,MODERADO,R005|R012|R015,3,2,
669603102,RECHAZADO,31,0.3,MODERADO,,0,0,
669705102,APROBADO,91,0.3,MODERADO,R001|R005|R012,3,1,
669816102,RECHAZADO,0,0.3,MODERADO,R002,1,0,
669903102,RECHAZADO,30,0.3,MODERADO,,0,0,
670010101,RECHAZADO,32,0.3,MODERADO,,0,0,
670105101,RECHAZADO,57,0.3,MODERADO,R012,1,1,
670204101,RECHAZADO,40,0.3,MODERADO,,0,0,
670302101,RECHAZADO,43,0.3,MODERADO,,0,0,
670415101,APROBADO,100,0.3,MODERADO,R001|R005|R012|R015,4,2,
670516102,RECHAZADO,45,0.3,MODERADO,R005,1,0,
670616101,RECHAZADO,58,0.3,MODERADO,R001|R004|R005,3,0,
670713101,RECHAZADO,13,0.3,MODERADO,R004,1,0,
670804102,RECHAZADO,31,0.3,MODERADO,,0,0,
670902102,RECHAZADO,24,0.3,MODERADO,R004|R012,2,1,
671003102,RECHAZADO,10,0.3,MODERADO,R004,1,0,
671105101,APROBADO,87,0.3,MODERADO,R001|R005|R012,3,1,
671202101,RECHAZADO,51,0.3,MODERADO,R012,1,1,
671312103,RECHAZADO,36,0.3,MODERADO,R010|R012,2,1,
671418101,REVISION_MANUAL,61,0.3,MODERADO,R005|R012,2,1,
671511101,RECHAZADO,52,0.3,MODERADO,R012,1,1,
671611101,RECHAZADO,30,0.3,MODERADO,R002|R005|R015,3,1,
671702102,APROBADO,100,0.3,MODERADO,R001|R005|R012,3,1,
671819102,RECHAZADO,53,0.3,MODERADO,R005,1,0,
671901101,RECHAZADO,43,0.3,MODERADO,,0,0,
672003102,RECHAZADO,26,0.3,MODERADO,R004|R005,2,0,
672112102,RECHAZADO,0,0.3,MODERADO,R004|R010,2,0,
672205101,RECHAZADO,56,0.3,MODERADO,R005,1,0,
672317101,RECHAZADO,53,0.3,MODERADO,R005,1,0,
672405102,RECHAZADO,42,0.3,MODERADO,R005,1,0,
672519101,RECHAZADO,57,0.3,MODERADO,R012,1,1,
672604103,RECHAZADO,14,0.3,MODERADO,R004|R009|R012,3,1,
672712101,APROBADO,100,0.3,MODERADO,R001|R005|R012|R015,4,2,
672821101,RECHAZADO,47,0.3,MODERADO,R005,1,0,
672902103,APROBADO,95,0.3,MODERADO,R001|R012,2,1,
673005103,RECHAZADO,11,0.3,MODERADO,R004|R009|R012,3,1,
673105101,APROBADO,99,0.3,MODERADO,R001|R005|R012,3,1,
673218101,REVISION_MANUAL,65,0.3,MODERADO,R005|R012,2,1,
673301102,RECHAZADO,30,0.3,MODERADO,,0,0,
673404101,REVISION_MANUAL,63,0.3,MODERADO,R001|R004|R012,3,1,
673504101,RECHAZADO,57,0.3,MODERADO,R012,1,1,
673603101,APROBADO,85,0.3,MODERADO,R001|R012,2,1,
673701102,RECHAZADO,13,0.3,MODERADO,R004,1,0,
673805102,RECHAZADO,50,0.3,MODERADO,R012,1,1,
673903103,RECHAZADO,0,0.3,MODERADO,R002|R010,2,0,
674018101,RECHAZADO,27,0.3,MODERADO,R004|R005,2,0,
674105101,RECHAZADO,57,0.3,MODERADO,R005|R012,2,1,
674205101,RECHAZADO,0,0.3,MODERADO,R002|R004,2,0,
674305101,REVISION_MANUAL,70,0.3,MODERADO,R001|R004|R005|R012,4,1,
674405102,RECHAZADO,59,0.3,MODERADO,R001,1,0,
674505101,RECHAZADO,28,0.3,MODERADO,R004|R005,2,0,
674603101,RECHAZADO,45,0.3,MODERADO,R005,1,0,
674702102,REVISION_MANUAL,79,0.3,MODERADO,R005|R012,2,1,
674802102,APROBADO,83,0.3,MODERADO,R001|R005,2,0,
674901101,RECHAZADO,43,0.3,MODERADO,,0,0,
675007101,RECHAZADO,23,0.3,MODERADO,R004|R005,2,0,
675105101,RECHAZADO,11,0.3,MODERADO,R002,1,0,
675201103,RECHAZADO,40,0.3,MODERADO,R012,1,1,
675309102,REVISION_MANUAL,70,0.3,MODERADO,R005|R012,2,1,
675402102,RECHAZADO,41,0.3,MODERADO,,0,0,
675504101,RECHAZADO,58,0.3,MODERADO,R012,1,1,
675603101,APROBADO,100,0.3,MODERADO,R001|R005|R012,3,1,
675703101,RECHAZADO,39,0.3,MODERADO,R010|R012,2,1,
675813102,APROBADO,100,0.3,MODERADO,R001|R005|R012|R015,4,2,
675909101,RECHAZADO,37,0.3,MODERADO,,0,0,
676004103,RECHAZADO,20,0.3,MODERADO,R002|R005,2,0,
676103101,REVISION_MANUAL,64,0.3,MODERADO,R005|R012,2,1,
676202103,APROBADO,81,0.3,MODERADO,R001|R012,2,1,
676307102,RECHAZADO,41,0.3,MODERADO,,0,0,
676402101,APROBADO,98,0.3,MODERADO,R001|R005|R012,3,1,
676504101,RECHAZADO,41,0.3,MODERADO,,0,0,
676604102,REVISION_MANUAL,68,0.3,MODERADO,R001|R004|R005|R012,4,1,
676707101,RECHAZADO,56,0.3,MODERADO,R005,1,0,
676804101,REVISION_MANUAL,67,0.3,MODERADO,R005|R012,2,1,
676906101,RECHAZADO,57,0.3,MODERADO,R001|R004|R012,3,1,
677003101,APROBADO,100,0.3,MODERADO,R001|R005|R012,3,1,
677103101,APROBADO,100,0.3,MODERADO,R001|R005|R012,3,1,
677205101,APROBADO,95,0.3,MODERADO,R001|R005|R012,3,1,
677305101,REVISION_MANUAL,66,0.3,MODERADO,R005|R012,2,1,
677414102,RECHAZADO,40,0.3,MODERADO,,0,0,
677507102,RECHAZADO,27,0.3,MODERADO,,0,0,
677619102,RECHAZADO,50,0.3,MODERADO,R012,1,1,
677703102,REVISION_MANUAL,72,0.3,MODERADO,R001|R004|R005|R012,4,1,
677803102,RECHAZADO,27,0.3,MODERADO,R010,1,0,
677919104,RECHAZADO,10,0.3,MODERADO,R004,1,0,
678005101,RECHAZADO,0,0.3,MODERADO,R002|R004,2,0,
678115101,APROBADO,100,0.3,MODERADO,R003|R005|R012|R015,4,2,
678206101,RECHAZADO,5,0.3,MODERADO,R002|R005|R010,3,0,
678313101,RECHAZADO,43,0.3,MODERADO,R005,1,0,
678409102,RECHAZADO,59,0.3,MODERADO,R001,1,0,
678519101,RECHAZADO,43,0.3,MODERADO,,0,0,
678605103,RECHAZADO,7,0.3,MODERADO,R002,1,0,
678705102,RECHAZADO,0,0.3,MODERADO,R004|R010,2,0,
678802101,REVISION_MANUAL,79,0.3,MODERADO,R001|R012,2,1,
678902101,RECHAZADO,28,0.3,MODERADO,R004|R005,2,0,
679003102,APROBADO,100,0.3,MODERADO,R001|R005|R012|R015,4,2,
679102101,RECHAZADO,7,0.3,MODERADO,R002,1,0,
679205101,APROBADO,90,0.3,MODERADO,R001|R012,2,1,
679301103,REVISION_MANUAL,71,0.3,MODERADO,R001,1,0,
679402101,RECHAZADO,10,0.3,MODERADO,R002|R005,2,0,
679506101,APROBADO,100,0.3,MODERADO,R001|R003|R005|R012,4,1,
679604102,RECHAZADO,27,0.3,MODERADO,R004|R005,2,0,
679703101,RECHAZADO,58,0.3,MODERADO,R001,1,0,
679817101,RECHAZADO,27,0.3,MODERADO,R004|R005,2,0,
679903101,APROBADO,85,0.3,MODERADO,R001|R012,2,1,
680004101,RECHAZADO,37,0.3,MODERADO,R004|R005|R012,3,1,
680118102,RECHAZADO,46,0.3,MODERADO,R005,1,0,
680118204,REVISION_MANUAL,60,0.3,MODERADO,R001,1,0,
680214102,RECHAZADO,12,0.3,MODERADO,R004,1,0,
680304103,RECHAZADO,53,0.3,MODERADO,R012,1,1,
680403101,REVISION_MANUAL,76,0.3,MODERADO,R005|R012|R015,3,2,
680505104,RECHAZADO,27,0.3,MODERADO,R001|R004|R010,3,0,
680602103,RECHAZADO,55,0.3,MODERADO,R012,1,1,
680702101,RECHAZADO,28,0.3,MODERADO,R004|R005,2,0,
680801101,APROBADO,100,0.3,MODERADO,R001|R005|R012,3,1,
680913101,RECHAZADO,46,0.3,MODERADO,R005,1,0,
681004101,APROBADO,88,0.3,MODERADO,R001|R012,2,1,
681101102,RECHAZADO,32,0.3,MODERADO,R005|R010,2,0,
681204102,RECHAZADO,0,0.3,MODERADO,R002|R009,2,0,
681301102,RECHAZADO,28,0.3,MODERADO,R004|R005,2,0,
681404101,REVISION_MANUAL,62,0.3,MODERADO,R012,1,1,
681504101,RECHAZADO,41,0.3,MODERADO,R004|R005|R012,3,1,
681605101,APROBADO,81,0.3,MODERADO,R003|R012,2,1,
681701103,RECHAZADO,32,0.3,MODERADO,,0,0,
681805101,APROBADO,100,0.3,MODERADO,R001|R005|R012|R015,4,2,
681914102,RECHAZADO,12,0.3,MODERADO,R004,1,0,
682004102,RECHAZADO,7,0.3,MODERADO,R002,1,0,
682102101,RECHAZADO,53,0.3,MODERADO,R012,1,1,
682201102,RECHAZADO,28,0.3,MODERADO,R004|R005,2,0,
682301101,RECHAZADO,45,0.3,MODERADO,R005,1,0,
682401101,RECHAZADO,9,0.3,MODERADO,R002|R005,2,0,
682507101,REVISION_MANUAL,78,0.3,MODERADO,R005|R012|R015,3,2,
682605101,RECHAZADO,44,0.3,MODERADO,R001|R004|R005|R010,4,0,
682706101,RECHAZADO,44,0.3,MODERADO,R005,1,0,
682803102,APROBADO,81,0.3,MODERADO,R001|R012,2,1,
682902101,RECHAZADO,54,0.3,MODERADO,R001|R004|R012,3,1,
682902201,APROBADO,81,0.3,MODERADO,R003|R012,2,1,
683003101,REVISION_MANUAL,61,0.3,MODERADO,R005|R012,2,1,
683103103,APROBADO,95,0.3,MODERADO,R001|R012,2,1,
683201102,REVISION_MANUAL,66,0.3,MODERADO,R001|R004|R006|R012,4,1,
683301102,RECHAZADO,40,0.3,MODERADO,,0,0,
683402101,RECHAZADO,10,0.3,MODERADO,R002,1,0,
683503103,RECHAZADO,27,0.3,MODERADO,R004|R005,2,0,
683605101,APROBADO,85,0.3,MODERADO,R001|R005,2,0,
683703101,RECHAZADO,54,0.3,MODERADO,R012,1,1,
683805101,APROBADO,85,0.3,MODERADO,R001|R005,2,0,
683902101,APROBADO,95,0.3,MODERADO,R001|R005|R012,3,1,
684003102,RECHAZADO,12,0.3,MODERADO,R004,1,0,
684103101,RECHAZADO,46,0.3,MODERADO,R005,1,0,
684214101,RECHAZADO,10,0.3,MODERADO,R004,1,0,
684302101,APROBADO,93,0.3,MODERADO,R003|R005|R012|R015,4,2,
684402101,RECHAZADO,43,0.3,MODERADO,,0,0,
684504102,RECHAZADO,41,0.3,MODERADO,,0,0,
684604101,RECHAZADO,45,0.3,MODERADO,R005,1,0,
684704101,RECHAZADO,33,0.3,MODERADO,,0,0,
684805103,APROBADO,85,0.3,MODERADO,R001|R012,2,1,
684902102,APROBADO,100,0.3,MODERADO,R001|R005|R012|R015,4,2,
685003101,RECHAZADO,50,0.3,MODERADO,R012,1,1,
685103102,REVISION_MANUAL,73,0.3,MODERADO,R001,1,0,
685202101,REVISION_MANUAL,70,0.3,MODERADO,R001|R012,2,1,
685305101,RECHAZADO,43,0.3,MODERADO,R001|R004,2,0,
685408104,RECHAZADO,16,0.3,MODERADO,R009,1,0,
685503102,RECHAZADO,58,0.3,MODERADO,R012,1,1,
685607101,RECHAZADO,43,0.3,MODERADO,R005,1,0,
685715101,RECHAZADO,30,0.3,MODERADO,R004|R005,2,0,
685801102,RECHAZADO,0,0.3,MODERADO,R002|R004|R005,3,0,
685901101,RECHAZADO,15,0.3,MODERADO,R010,1,0,
686017102,RECHAZADO,30,0.3,MODERADO,R004|R005,2,0,
686017201,RECHAZADO,59,0.3,MODERADO,R005|R012,2,1,
686103101,APROBADO,98,0.3,MODERADO,R001|R005|R012,3,1,
686214101,REVISION_MANUAL,79,0.3,MODERADO,R001|R012,2,1,
686304102,RECHAZADO,0,0.3,MODERADO,R002|R004|R010,3,0,
686401102,RECHAZADO,6,0.3,MODERADO,R002,1,0,
686511103,REVISION_MANUAL,65,0.3,MODERADO,R003,1,0,
686602103,RECHAZADO,0,0.3,MODERADO,R002|R004,2,0,
686719102,APROBADO,81,0.3,MODERADO,R001|R006,2,0,
686801101,RECHAZADO,13,0.3,MODERADO,R004,1,0,
686901101,APROBADO,84,0.3,MODERADO,R001|R012,2,1,
